:math:`2^{1}`;:math:`2^{0}`;:math:`2^{-1}`;:math:`2^{-2}`;:math:`2^{-3}`;:math:`2^{-4}`;:math:`2^{-5}`;:math:`2^{-6}`;:math:`2^{-7}`;:math:`2^{-8}`
:math:`2`;:math:`1`;:math:`0,5`;:math:`0,25`;:math:`0,125`;:math:`0,0625`;:math:`0,03125`;:math:`0,015625`;:math:`0,0078125`;:math:`0,00390625`
